1	687.5898	16028
2	711.3560	16582
3	720.2362	16789
4	717.4048	16723
5	710.7125	16567
6	718.4773	16748
7	720.7510	16801
8	713.2436	16626
9	718.0912	16739
10	713.8442	16640
11	718.6918	16753
12	712.9433	16619
13	716.6755	16706
14	715.3456	16675
15	715.3027	16674
16	716.5039	16702
17	717.4477	16724
18	715.6888	16683
19	715.9033	16688
20	714.4448	16654
21	715.1311	16670
22	710.6267	16565
23	718.4344	16747
24	715.2598	16673
25	712.9862	16620
26	717.3190	16721
27	716.5897	16704
28	715.1740	16671
29	712.8575	16617
30	711.2273	16579
31	715.9033	16688
32	710.3264	16558
33	719.9788	16783
34	716.8042	16709
35	711.4418	16584
36	703.7628	16405
37	716.6326	16705
38	712.9433	16619
39	714.9167	16665
40	711.7421	16591
41	719.8501	16780
42	698.3146	16278
43	714.3161	16651
44	712.6001	16611
45	716.5897	16704
46	707.2806	16487
47	714.1016	16646
48	703.8057	16406
49	702.0040	16364
50	715.8175	16686
51	711.3989	16583
52	710.7554	16568
53	711.9995	16597
54	712.6430	16612
55	712.3427	16605
56	714.7451	16661
57	709.5971	16541
58	710.6267	16565
59	716.6755	16706
60	711.1415	16577
61	709.4255	16537
62	716.7613	16708
63	708.3102	16511
64	714.2732	16650
65	712.6001	16611
66	711.1415	16577
67	710.1977	16555
68	710.0690	16552
69	711.1844	16578
70	714.4019	16653
71	708.3102	16511
72	716.2894	16697
73	705.0069	16434
74	712.9433	16619
75	709.8974	16548
76	712.2998	16604
77	710.1548	16554
78	683.2999	15928
79	707.1948	16485
80	707.6667	16496
81	714.4019	16653
82	697.7140	16264
83	706.2939	16464
84	710.6267	16565
85	712.4285	16607
86	706.4655	16468
87	667.2984	15555
88	704.3205	16418
89	710.6267	16565
90	698.6578	16286
91	713.4152	16630
92	712.1711	16601
93	704.4921	16422
94	710.2835	16557
95	710.7983	16569
96	705.7791	16452
97	711.8708	16594
98	705.3072	16441
99	707.4093	16490
100	712.3856	16606
101	709.1252	16530
102	707.3235	16488
103	706.3797	16466
104	710.6267	16565
105	706.6800	16473
106	710.0261	16551
107	711.9137	16595
108	704.8782	16431
109	708.8250	16523
110	707.2806	16487
111	709.0395	16528
112	704.2776	16417
113	710.6696	16566
114	702.9049	16385
115	707.1090	16483
116	709.4684	16538
117	702.8191	16383
118	707.9241	16502
119	712.8575	16617
120	707.8383	16500
121	705.8220	16453
122	702.5188	16376
123	710.1548	16554
124	709.4255	16537
125	703.6770	16403
126	708.9108	16525
127	706.3368	16465
128	703.3338	16395
129	708.0099	16504
130	705.2214	16439
131	706.0365	16458
132	704.7495	16428
133	707.7525	16498
134	705.2643	16440
135	708.2244	16509
136	703.1193	16390
137	705.4359	16444
138	703.6341	16402
139	706.2081	16462
