1	33.9333	791
2	35.5635	829
3	37.3224	870
4	35.5206	828
5	35.4777	827
6	36.9363	861
7	36.8505	859
8	35.1774	820
9	35.9067	837
10	36.0783	841
11	35.2203	821
12	37.1937	867
13	35.6493	831
14	35.6922	832
15	35.7780	834
16	36.6360	854
17	36.4644	850
18	36.9792	862
19	36.0783	841
20	36.5502	852
21	36.2499	845
22	36.2499	845
23	36.1212	842
24	34.8771	813
25	37.8372	882
26	35.7351	833
27	36.7647	857
28	37.2795	869
29	35.4348	826
30	35.6493	831
31	36.0783	841
32	36.8076	858
33	36.6789	855
34	36.5073	851
35	34.6197	807
36	35.7351	833
37	36.6360	854
38	35.8638	836
39	35.4348	826
40	35.0487	817
41	37.8372	882
42	35.1345	819
43	35.1774	820
44	36.6789	855
45	36.5502	852
46	36.5931	853
47	34.8342	812
48	35.8209	835
49	36.8934	860
50	36.1212	842
51	36.6789	855
52	36.0783	841
53	35.9067	837
54	36.2928	846
55	35.9925	839
56	35.0058	816
57	36.8934	860
58	34.4481	803
59	37.1937	867
60	35.3061	823
61	34.2765	799
62	35.4777	827
63	34.9629	815
64	36.1641	843
65	36.4215	849
66	38.1375	889
67	35.2203	821
68	36.2070	844
69	36.1212	842
70	36.2070	844
71	35.3061	823
72	34.3194	800
73	36.2070	844
74	35.7780	834
75	35.0916	818
76	35.9925	839
77	35.8209	835
78	34.5768	806
79	37.0650	864
80	36.2928	846
81	35.0058	816
82	34.6626	808
83	35.6922	832
84	36.0783	841
85	34.3623	801
86	35.6493	831
87	33.5043	781
88	34.2336	798
89	35.0916	818
90	35.0058	816
91	36.2928	846
92	37.4511	873
93	35.2203	821
94	35.8209	835
95	37.1937	867
96	37.4082	872
97	35.9496	838
98	35.1345	819
99	33.7188	786
100	35.4777	827
101	35.2203	821
102	33.8904	790
103	35.6493	831
104	35.8209	835
105	34.8342	812
106	34.3194	800
107	35.0058	816
108	35.0487	817
109	34.6197	807
110	35.7351	833
111	36.2499	845
112	35.5206	828
113	37.1508	866
114	35.8209	835
115	35.1774	820
116	37.0650	864
117	36.8076	858
118	35.2203	821
119	36.5073	851
120	35.6064	830
121	35.4348	826
122	34.4052	802
123	35.7351	833
124	35.8638	836
125	34.9200	814
126	36.4215	849
127	36.0354	840
128	36.7647	857
129	34.4910	804
130	36.5502	852
131	36.2070	844
132	37.0650	864
133	35.0487	817
134	34.3623	801
135	35.1774	820
136	35.3490	824
137	33.9333	791
138	34.2765	799
139	35.8638	836
140	35.6493	831
141	36.0354	840
142	33.8904	790
143	35.6493	831
144	35.1774	820
145	34.1907	797
146	35.9925	839
147	35.0916	818
148	36.1212	842
149	34.8342	812
150	36.2499	845
151	35.6922	832
152	35.4777	827
153	35.0487	817
154	35.0058	816
155	34.0620	794
156	35.2632	822
157	36.8934	860
158	33.4185	779
159	36.4644	850
160	34.7913	811
161	35.4348	826
162	35.0058	816
163	34.7913	811
164	33.6330	784
165	35.1345	819
166	35.0916	818
167	35.3061	823
168	34.6197	807
169	34.8771	813
170	34.8342	812
171	34.0191	793
172	35.8638	836
173	34.1049	795
174	35.0916	818
175	34.1907	797
176	34.5768	806
177	34.6626	808
178	34.1049	795
179	36.2499	845
180	36.8076	858
181	35.2203	821
182	33.8475	789
183	34.7913	811
184	35.0916	818
185	34.5339	805
186	36.8934	860
187	34.2765	799
188	35.6922	832
189	35.7780	834
190	34.1478	796
191	35.3490	824
192	34.2336	798
193	33.8475	789
194	35.5206	828
195	34.9629	815
196	34.3194	800
197	35.4777	827
198	36.2070	844
199	34.5339	805
200	34.2765	799
201	35.4348	826
202	33.2898	776
203	35.8638	836
204	34.7055	809
205	34.8771	813
206	34.9629	815
207	33.6759	785
208	35.1774	820
209	35.5206	828
210	33.6330	784
211	35.5206	828
212	36.0783	841
213	35.2203	821
214	33.8475	789
215	34.0620	794
216	33.5043	781
217	33.9333	791
218	34.0620	794
219	35.0916	818
220	36.3786	848
221	35.8638	836
222	33.8904	790
223	34.5339	805
224	34.4481	803
225	35.2632	822
226	34.9200	814
227	34.6626	808
228	33.9762	792
229	36.0354	840
230	35.2203	821
231	35.6922	832
232	35.3061	823
233	33.5901	783
234	34.9200	814
235	34.4910	804
236	34.7484	810
237	34.7055	809
238	34.5768	806
239	34.1478	796
240	35.0058	816
241	34.5768	806
242	34.9629	815
243	33.1612	773
244	33.5472	782
245	33.6330	784
246	33.8475	789
247	35.5206	828
248	34.3623	801
249	34.0191	793
250	34.0191	793
251	34.5339	805
252	35.1345	819
253	35.3061	823
254	34.3194	800
255	34.5768	806
256	33.7188	786
257	35.5635	829
258	34.3194	800
259	33.9762	792
260	35.0487	817
261	35.6064	830
262	36.1641	843
263	34.0620	794
264	35.3919	825
