12	16.7736	391
13	64.8637	1512
14	65.2927	1522
15	63.5338	1481
16	65.4214	1525
17	67.3948	1571
18	66.8800	1559
19	62.5472	1458
20	63.2765	1475
21	65.1640	1519
22	66.4081	1548
23	68.4673	1596
24	65.3356	1523
25	64.6492	1507
26	63.5767	1482
27	68.3815	1594
28	66.5797	1552
29	67.0087	1562
30	64.3918	1501
31	64.0486	1493
32	64.1344	1495
33	65.1640	1519
34	65.4214	1525
35	66.7084	1555
36	65.2498	1521
37	62.0324	1446
38	63.8341	1488
39	63.8341	1488
40	67.5235	1574
41	63.3623	1477
42	63.7912	1487
43	64.6921	1508
44	65.5501	1528
45	67.3519	1570
46	62.0753	1447
47	59.8874	1396
48	61.0886	1424
49	64.8208	1511
50	64.1773	1496
51	64.9924	1515
52	60.1448	1402
53	64.0486	1493
54	62.8046	1464
55	62.6330	1460
56	64.0915	1494
57	64.0057	1492
58	59.9732	1398
59	62.8046	1464
60	61.9466	1444
61	62.2040	1450
62	62.6330	1460
63	63.7054	1485
64	62.2469	1451
65	62.4614	1456
66	63.8341	1488
67	60.4022	1408
68	62.8904	1466
69	61.3889	1431
70	60.0161	1399
71	58.7291	1369
72	61.1315	1425
73	59.7158	1392
74	62.5472	1458
75	62.8046	1464
76	58.0427	1353
77	59.0294	1376
78	59.5013	1387
79	61.9466	1444
80	61.6463	1437
81	61.7750	1440
82	62.2469	1451
83	64.9066	1513
84	59.8445	1395
85	61.8179	1441
86	61.8608	1442
87	61.5176	1434
88	59.8445	1395
89	61.3031	1429
90	57.2706	1335
91	59.6300	1390
92	60.8312	1418
93	60.2735	1405
94	59.7158	1392
95	59.1581	1379
96	60.5309	1411
97	58.0856	1354
98	58.5146	1364
99	62.8046	1464
100	60.5309	1411
101	60.1019	1401
102	61.2173	1427
103	59.3726	1384
104	59.6300	1390
105	58.3859	1361
106	58.8149	1371
107	59.3297	1383
108	59.7587	1393
109	59.1581	1379
110	59.9732	1398
111	58.6004	1366
112	58.7291	1369
113	59.7158	1392
114	57.9569	1351
115	59.7587	1393
116	60.1448	1402
117	58.4717	1363
118	56.2839	1312
119	55.8549	1302
120	55.6833	1298
121	56.9274	1327
122	58.8578	1372
123	60.4451	1409
124	55.8978	1303
125	57.8282	1348
126	58.1714	1356
127	60.1877	1403
128	58.7291	1369
129	59.8445	1395
130	56.6700	1321
131	59.8874	1396
132	58.6004	1366
133	59.3297	1383
134	56.9703	1328
135	56.4984	1317
136	57.0990	1331
137	59.8874	1396
138	57.1848	1333
139	55.4688	1293
140	57.2277	1334
141	58.0427	1353
142	57.7424	1346
143	57.3992	1338
144	56.1123	1308
145	54.8682	1279
146	55.7262	1299
147	56.1981	1310
148	58.5146	1364
149	57.3992	1338
150	55.3401	1290
151	57.4421	1339
152	56.4984	1317
153	56.7129	1322
154	56.8845	1326
155	55.9407	1304
156	56.1552	1309
157	54.2676	1265
158	54.1389	1262
159	54.4392	1269
160	56.1981	1310
161	57.3992	1338
162	55.5546	1295
163	55.9836	1305
164	54.0102	1259
165	54.9540	1281
166	54.4821	1270
167	55.8120	1301
168	56.2839	1312
169	55.8120	1301
170	53.7957	1254
171	56.9703	1328
172	52.9377	1234
173	55.9407	1304
174	54.5679	1272
175	54.1389	1262
176	56.4555	1316
177	54.5250	1271
178	54.2676	1265
179	54.8682	1279
180	53.0235	1236
181	53.1951	1240
182	54.5250	1271
183	57.4850	1340
184	57.3563	1337
185	55.1256	1285
186	56.5413	1318
187	53.7528	1253
188	53.4096	1245
189	55.8549	1302
190	53.0235	1236
191	53.1522	1239
192	53.2809	1242
193	54.3963	1268
194	51.8652	1209
195	50.4925	1177
196	52.2513	1218
197	56.2410	1311
198	55.1256	1285
199	52.5516	1225
200	52.0368	1213
201	53.3667	1244
202	52.1226	1215
203	53.5812	1249
204	51.1789	1193
205	52.3371	1220
206	51.0502	1190
207	53.0235	1236
208	52.6803	1228
209	53.6670	1251
210	51.3075	1196
211	54.8253	1278
212	52.0368	1213
213	52.5945	1226
214	53.8386	1255
215	53.1522	1239
216	52.2084	1217
217	50.7070	1182
218	53.0235	1236
219	51.6078	1203
220	54.9111	1280
221	52.7661	1230
222	52.4658	1223
223	50.8786	1186
224	51.9081	1210
225	50.1493	1169
226	49.5058	1154
227	50.7070	1182
228	51.8652	1209
229	52.6374	1227
230	53.3667	1244
